pais_residencia,nomprov,ind_empleado,segmento,sexo,age_group,renta
ES,VALLADOLID,N,03 - UNIVERSITARIO,V,3,94039.53
ES,VALLADOLID,N,03 - UNIVERSITARIO,V,4,95089.68
ES,VALLADOLID,N,03 - UNIVERSITARIO,V,5,95337.51
ES,VALLADOLID,N,03 - UNIVERSITARIO,V,6,95337.51
ES,ZAMORA,N,01 - TOP,H,2,22698.54
ES,ZAMORA,N,01 - TOP,H,3,49701.6
ES,ZAMORA,N,01 - TOP,H,4,81215.64
ES,ZAMORA,N,01 - TOP,H,5,71275.89
ES,ZAMORA,N,01 - TOP,H,6,118251.585
ES,ZAMORA,N,01 - TOP,V,3,85754.31
ES,ZAMORA,N,01 - TOP,V,4,76117.92
ES,ZAMORA,N,01 - TOP,V,5,105274.17
ES,ZAMORA,N,01 - TOP,V,6,76429.41
ES,ZAMORA,N,02 - PARTICULARES,H,0,70367.43
ES,ZAMORA,N,02 - PARTICULARES,H,1,79821.21
ES,ZAMORA,N,02 - PARTICULARES,H,2,82631.25
ES,ZAMORA,N,02 - PARTICULARES,H,3,68965.14
ES,ZAMORA,N,02 - PARTICULARES,H,4,77541.24
ES,ZAMORA,N,02 - PARTICULARES,H,5,83377.8
ES,ZAMORA,N,02 - PARTICULARES,H,6,80163.48
ES,ZAMORA,N,02 - PARTICULARES,V,0,68622.72
ES,ZAMORA,N,02 - PARTICULARES,V,1,95142.0
ES,ZAMORA,N,02 - PARTICULARES,V,2,77286.45
ES,ZAMORA,N,02 - PARTICULARES,V,3,76321.14
ES,ZAMORA,N,02 - PARTICULARES,V,4,76881.15
ES,ZAMORA,N,02 - PARTICULARES,V,5,74897.01
ES,ZAMORA,N,02 - PARTICULARES,V,6,86473.89
ES,ZAMORA,N,03 - UNIVERSITARIO,H,0,71624.25
ES,ZAMORA,N,03 - UNIVERSITARIO,H,1,69322.47
ES,ZAMORA,N,03 - UNIVERSITARIO,H,2,66786.66
ES,ZAMORA,N,03 - UNIVERSITARIO,H,3,85198.71
ES,ZAMORA,N,03 - UNIVERSITARIO,H,4,69982.035
ES,ZAMORA,N,03 - UNIVERSITARIO,H,5,89901.63
ES,ZAMORA,N,03 - UNIVERSITARIO,V,0,80542.56
ES,ZAMORA,N,03 - UNIVERSITARIO,V,1,75396.84
ES,ZAMORA,N,03 - UNIVERSITARIO,V,2,83077.8
ES,ZAMORA,N,03 - UNIVERSITARIO,V,3,68782.23
ES,ZAMORA,N,03 - UNIVERSITARIO,V,4,76909.65
ES,ZARAGOZA,A,02 - PARTICULARES,H,4,112922.22
ES,ZARAGOZA,B,02 - PARTICULARES,H,4,292787.58
ES,ZARAGOZA,B,02 - PARTICULARES,H,5,292787.58
ES,ZARAGOZA,N,01 - TOP,H,3,96041.52
ES,ZARAGOZA,N,01 - TOP,H,4,109505.22
ES,ZARAGOZA,N,01 - TOP,H,5,123025.59
ES,ZARAGOZA,N,01 - TOP,H,6,93967.89
ES,ZARAGOZA,N,01 - TOP,V,0,92475.96
ES,ZARAGOZA,N,01 - TOP,V,2,43335.93
ES,ZARAGOZA,N,01 - TOP,V,3,109612.53
ES,ZARAGOZA,N,01 - TOP,V,4,104605.32
ES,ZARAGOZA,N,01 - TOP,V,5,113885.67
ES,ZARAGOZA,N,01 - TOP,V,6,110293.38
ES,ZARAGOZA,N,02 - PARTICULARES,H,0,104470.71
ES,ZARAGOZA,N,02 - PARTICULARES,H,1,101562.99
ES,ZARAGOZA,N,02 - PARTICULARES,H,2,92597.19
ES,ZARAGOZA,N,02 - PARTICULARES,H,3,92319.69
ES,ZARAGOZA,N,02 - PARTICULARES,H,4,98629.65
ES,ZARAGOZA,N,02 - PARTICULARES,H,5,107153.52
ES,ZARAGOZA,N,02 - PARTICULARES,H,6,105083.1
ES,ZARAGOZA,N,02 - PARTICULARES,V,0,88011.24
ES,ZARAGOZA,N,02 - PARTICULARES,V,1,98384.91
ES,ZARAGOZA,N,02 - PARTICULARES,V,2,95814.12
ES,ZARAGOZA,N,02 - PARTICULARES,V,3,88364.73
ES,ZARAGOZA,N,02 - PARTICULARES,V,4,97602.03
ES,ZARAGOZA,N,02 - PARTICULARES,V,5,105511.83
ES,ZARAGOZA,N,02 - PARTICULARES,V,6,105713.85
ES,ZARAGOZA,N,03 - UNIVERSITARIO,H,0,101135.22
ES,ZARAGOZA,N,03 - UNIVERSITARIO,H,1,96066.27
ES,ZARAGOZA,N,03 - UNIVERSITARIO,H,2,92888.07
ES,ZARAGOZA,N,03 - UNIVERSITARIO,H,3,89430.39
ES,ZARAGOZA,N,03 - UNIVERSITARIO,H,4,96225.81
ES,ZARAGOZA,N,03 - UNIVERSITARIO,H,5,186960.15
ES,ZARAGOZA,N,03 - UNIVERSITARIO,V,0,105697.8
ES,ZARAGOZA,N,03 - UNIVERSITARIO,V,1,101282.91
ES,ZARAGOZA,N,03 - UNIVERSITARIO,V,2,98541.99
ES,ZARAGOZA,N,03 - UNIVERSITARIO,V,3,95203.26
ES,ZARAGOZA,N,03 - UNIVERSITARIO,V,4,102363.06
ES,ZARAGOZA,N,03 - UNIVERSITARIO,V,5,160335.42
IT,MADRID,N,02 - PARTICULARES,H,4,669790.32
IT,MADRID,N,02 - PARTICULARES,H,6,669790.32
IT,MADRID,N,02 - PARTICULARES,V,4,149309.34
IT,MADRID,N,02 - PARTICULARES,V,6,149309.34
PY,GUADALAJARA,N,02 - PARTICULARES,V,4,128107.92
PY,GUADALAJARA,N,02 - PARTICULARES,V,5,128107.92
